transaction_id,amount,hour,country,channel,transactions_last_24h,days_as_customer,is_fraud
TXN0018603,1.94,16,France,pos,1,400,0
TXN0018604,115.32,10,Spain,atm,0,1612,0
TXN0018605,260.0,15,Spain,atm,2,128,0
TXN0018606,15.1,19,Romania,pos,0,417,0
TXN0018607,190.87,8,Unknown,online,3,411,0
TXN0018608,123.17,21,US,atm,1,509,0
TXN0018609,151.53,14,France,mobile,1,133,0
TXN0018610,4.49,21,Spain,online,2,1208,0
TXN0018611,90.17,8,US,mobile,1,211,0
TXN0018612,151.45,15,UK,mobile,0,301,0
TXN0018613,20.92,11,Nigeria,online,1,592,0
TXN0018614,66.01,18,Romania,pos,1,1187,0
TXN0018615,121.0,15,US,atm,1,374,0
TXN0018616,42.4,13,UK,online,2,38,0
TXN0018617,26.68,21,US,online,2,334,0
TXN0018618,244.88,11,,pos,1,35,0
TXN0018619,95.24,8,Unknown,online,3,1169,0
TXN0018620,861.88,15,US,online,2,430,0
TXN0018621,40.75,15,UK,pos,3,168,0
TXN0018622,141.44,12,Unknown,atm,0,979,0
TXN0018623,38.95,13,UK,online,0,539,0
TXN0018624,72.72,22,Romania,pos,2,387,0
TXN0018625,6135.58,17,France,mobile,1,863,0
TXN0018626,274.73,6,Romania,online,1,31,0
TXN0018627,546.18,8,Germany,online,3,177,0
TXN0018628,43.98,23,Spain,atm,1,635,0
TXN0018629,48.1,17,Germany,online,2,388,0
TXN0018630,102.67,21,Romania,pos,3,130,0
TXN0018631,116.99,10,UK,online,2,1982,0
TXN0018632,15.25,17,US,pos,4,1170,0
TXN0018633,637.37,17,UK,pos,1,61,0
TXN0018634,11.08,10,US,pos,2,337,0
TXN0018635,2.09,14,US,atm,2,200,0
TXN0018636,45.48,15,Unknown,online,2,43,0
TXN0018637,46.03,13,UK,online,5,299,0
TXN0018638,11.52,19,Romania,atm,2,78,1
TXN0018639,243.39,19,UK,mobile,4,512,0
TXN0018640,2250.61,19,Germany,online,4,1000,0
TXN0018641,60.04,18,Spain,online,1,281,0
TXN0018642,9.43,13,US,mobile,2,1058,0
TXN0018643,2519.32,11,Spain,online,1,36,0
TXN0018644,417.48,19,Spain,online,1,485,0
TXN0018645,68.34,13,Spain,online,1,424,0
TXN0018646,284.19,9,France,online,2,231,0
TXN0018647,90.0,13,Nigeria,online,1,149,0
TXN0018648,33.02,7,Spain,mobile,2,772,0
TXN0018649,327.6,16,US,online,4,531,0
TXN0018650,5.66,10,Spain,online,4,183,0
TXN0018651,91.38,9,Spain,online,3,421,0
TXN0018652,37.3,22,US,pos,3,288,0
TXN0018653,110.8,18,Spain,mobile,2,452,0
TXN0018654,90.5,18,Unknown,online,1,273,0
TXN0018655,119.76,15,US,pos,3,354,0
TXN0018656,137.02,19,Germany,online,1,599,0
TXN0018657,694.42,18,,online,2,1104,0
TXN0018658,112.13,15,UK,pos,1,149,0
TXN0018659,58.26,22,UK,mobile,3,245,0
TXN0018660,129.42,8,Spain,pos,3,116,0
TXN0018661,213.78,22,UK,pos,3,484,0
TXN0018662,8.48,11,France,online,1,662,0
TXN0018663,339.41,14,Unknown,pos,6,1299,0
TXN0018664,43.39,7,UK,pos,1,110,0
TXN0018665,9.75,14,Spain,online,2,179,0
TXN0018666,151.78,15,UK,pos,3,168,0
TXN0018667,394.02,23,Spain,online,2,307,0
TXN0018668,54.17,23,Romania,mobile,1,112,1
TXN0018669,261.18,22,France,atm,0,609,0
TXN0018670,84.55,11,US,pos,3,364,0
TXN0018671,20.93,23,US,mobile,1,297,0
TXN0018672,95.87,12,Germany,mobile,1,63,0
TXN0018673,26.49,19,Romania,online,1,438,1
TXN0018674,79.15,8,Spain,atm,2,107,0
TXN0018675,49.74,13,UK,online,4,452,0
TXN0018676,211.33,22,UK,mobile,2,406,0
TXN0018677,148.97,22,US,online,3,121,0
TXN0018678,102.03,16,Nigeria,atm,3,768,0
TXN0018679,23.72,18,UK,online,2,1442,0
TXN0018680,113.33,8,US,mobile,5,1516,0
TXN0018681,16.79,17,Spain,pos,2,212,0
TXN0018682,20.32,15,UK,online,3,261,0
TXN0018683,41.4,6,UK,pos,1,1979,0
TXN0018684,54.95,7,UK,online,4,678,0
TXN0018685,46.81,6,UK,atm,1,140,0
TXN0018686,396.09,17,Spain,online,3,462,0
TXN0018687,24.99,7,US,pos,2,638,0
TXN0018688,352.09,13,Spain,pos,2,5,0
TXN0018689,9.04,11,UK,online,3,729,0
TXN0018690,1.89,14,France,pos,2,256,0
TXN0018691,1.57,17,Nigeria,online,3,584,0
TXN0018692,71.24,16,US,online,3,342,0
TXN0018693,59.07,13,Romania,mobile,1,113,0
TXN0018694,53.12,12,UK,online,3,1146,0
TXN0018695,292.63,11,Spain,mobile,3,316,0
TXN0018696,552.19,20,UK,pos,2,996,0
TXN0018697,,10,UK,pos,1,8,0
TXN0018698,36.43,9,UK,online,3,695,0
TXN0018699,1.56,17,US,online,2,39,0
TXN0018700,,11,Germany,online,2,396,0
TXN0018701,84.57,19,Unknown,online,2,126,0
TXN0018702,401.03,10,Romania,pos,1,741,0
TXN0018703,263.9,17,Spain,pos,4,662,0
TXN0018704,45.62,2,Spain,online,3,171,0
TXN0018705,106.28,11,Spain,pos,2,2093,0
TXN0018706,154.74,10,US,online,2,173,0
TXN0018707,67.99,19,UK,atm,2,846,0
TXN0018708,268.07,22,Romania,pos,2,223,0
TXN0018709,,12,UK,online,1,555,0
TXN0018710,13.72,19,Spain,online,4,741,0
TXN0018711,64.28,17,US,atm,3,1085,0
TXN0018712,652.95,22,US,online,2,142,0
TXN0018713,217.4,19,Spain,online,1,88,0
TXN0018714,3.28,5,UK,online,1,644,0
TXN0018715,131.83,17,UK,pos,2,326,0
TXN0018716,182.83,14,UK,online,6,91,0
TXN0018717,186.51,0,Romania,atm,3,217,0
TXN0018718,11.2,9,UK,online,4,225,0
TXN0018719,17.73,21,UK,online,0,176,0
TXN0018720,20.59,21,Spain,online,1,101,0
TXN0018721,255.63,18,Germany,atm,1,93,0
TXN0018722,12.39,23,US,pos,3,123,0
TXN0018723,9.36,19,Germany,pos,2,167,0
TXN0018724,80.02,0,Unknown,online,1,201,1
TXN0018725,289.46,10,France,pos,2,998,0
TXN0018726,55.6,1,Romania,online,1,250,0
TXN0018727,324.47,6,Spain,atm,2,250,0
TXN0018728,173.93,8,Nigeria,pos,3,338,0
TXN0018729,56.35,13,US,pos,0,22,0
TXN0018730,29.41,19,Nigeria,mobile,3,3,1
TXN0018731,6.22,20,Nigeria,pos,2,724,0
TXN0018732,78.4,15,Spain,online,2,32,0
TXN0018733,39.62,21,UK,online,0,637,0
TXN0018734,50.26,13,Unknown,online,2,202,0
TXN0018735,46.8,20,US,mobile,0,336,0
TXN0018736,104.78,12,Spain,online,0,480,0
TXN0018737,166.91,9,Romania,online,4,553,0
TXN0018738,130.59,21,Unknown,online,1,157,0
TXN0018739,34.8,11,US,online,2,716,0
TXN0018740,40.09,13,Spain,pos,3,844,0
TXN0018741,155.49,10,Romania,online,2,241,0
TXN0018742,175.64,16,Spain,atm,4,654,0
TXN0018743,48.09,23,UK,online,4,184,0
TXN0018744,14.95,1,US,online,2,150,0
TXN0018745,241.39,21,Spain,pos,4,39,0
TXN0018746,207.08,0,Spain,online,1,115,0
TXN0018747,146.89,11,Spain,online,5,300,0
TXN0018748,124.02,8,Spain,online,0,834,0
TXN0018749,34.39,18,France,pos,0,72,0
TXN0018750,28.01,3,UK,pos,2,953,0
TXN0018751,74.39,14,Nigeria,online,1,666,0
TXN0018752,101.36,10,US,pos,4,98,0
TXN0018753,5.07,7,Spain,pos,1,352,0
TXN0018754,266.62,18,Spain,pos,1,302,0
TXN0018755,21.4,8,France,online,2,139,0
TXN0018756,53.99,8,Romania,online,6,453,1
TXN0018757,8.54,9,Nigeria,online,0,22,1
TXN0018758,26.32,15,UK,pos,2,594,0
TXN0018759,61.8,16,Spain,mobile,2,59,0
TXN0018760,827.19,0,Germany,pos,0,68,1
TXN0018761,133.63,9,US,atm,5,474,0
TXN0018762,172.85,12,Unknown,online,2,467,0
TXN0018763,194.51,10,Spain,pos,1,1046,0
TXN0018764,14.4,20,Nigeria,pos,1,37,0
TXN0018765,75.69,18,Nigeria,online,4,869,0
TXN0018766,221.66,15,UK,pos,3,204,0
TXN0018767,333.01,10,Romania,online,2,702,0
TXN0018768,48.23,17,Spain,pos,3,62,0
TXN0018769,324.69,19,UK,online,3,565,0
TXN0018770,6.45,15,UK,online,2,936,0
TXN0018771,111.93,18,UK,atm,2,1015,0
TXN0018772,386.21,17,Unknown,atm,2,167,0
TXN0018773,55.81,14,Nigeria,online,2,2,0
TXN0018774,108.38,10,France,online,1,108,0
TXN0018775,329.5,17,UK,online,2,211,0
TXN0018776,187.19,8,Germany,pos,0,443,0
TXN0018777,141.51,18,Spain,atm,4,42,0
TXN0018778,144.98,19,US,online,2,496,0
TXN0018779,202.81,19,France,mobile,2,148,0
TXN0018780,21.54,13,Nigeria,pos,2,519,0
TXN0018781,9.69,8,UK,atm,5,1009,0
TXN0018782,206.88,6,US,pos,2,612,0
TXN0018783,294.55,17,Unknown,online,3,813,0
TXN0018784,12.04,20,US,online,0,1786,0
TXN0018785,45.86,16,France,online,2,1279,0
TXN0018786,54.39,7,US,pos,1,199,0
TXN0018787,195.77,21,US,atm,6,1816,0
TXN0018788,22.16,23,,pos,5,165,0
TXN0018789,352.15,12,Unknown,atm,1,163,0
TXN0018790,299.46,15,Germany,online,1,1309,0
TXN0018791,112.26,18,Spain,online,5,669,0
TXN0018792,41.7,17,Spain,online,2,360,0
TXN0018793,288.77,22,Spain,online,3,411,0
TXN0018794,1818.3,7,Unknown,atm,2,833,1
TXN0018795,29.37,14,,online,3,1366,0
TXN0018796,974.9,16,Germany,atm,3,432,0
TXN0018797,41.36,20,Germany,online,0,245,0
TXN0018798,35.88,20,Spain,atm,2,571,0
TXN0018799,102.79,23,US,online,5,485,0
TXN0018800,140.92,13,UK,mobile,2,272,0
TXN0018801,31.5,19,Romania,pos,4,827,0
TXN0018802,41.75,12,UK,pos,1,1325,0
TXN0018803,53.61,12,Nigeria,pos,0,943,0
TXN0018804,162.11,9,US,online,1,949,0
TXN0018805,456.62,19,UK,online,1,76,0
TXN0018806,101.79,23,UK,mobile,1,163,0
TXN0018807,713.02,9,Spain,online,2,291,0
TXN0018808,55.4,3,Spain,pos,1,114,0
TXN0018809,233.01,19,UK,online,4,312,0
TXN0018810,13.87,15,Romania,atm,0,901,0
TXN0018811,244.33,22,US,pos,0,145,0
TXN0018812,128.49,9,Spain,online,2,165,0
TXN0018813,89.22,5,US,pos,0,94,0
TXN0018814,73.73,13,UK,online,2,312,0
TXN0018815,218.2,6,UK,pos,0,158,0
TXN0018816,129.04,9,Nigeria,atm,2,201,0
TXN0018817,0.93,7,Spain,mobile,3,2772,0
TXN0018818,192.28,9,US,atm,0,252,0
TXN0018819,112.04,6,Nigeria,pos,1,722,0
TXN0018820,152.99,22,US,pos,2,166,0
TXN0018821,2421.54,9,France,online,0,180,0
TXN0018822,179.4,12,Romania,pos,0,830,0
TXN0018823,370.94,20,US,pos,1,188,0
TXN0018824,38.98,16,Unknown,online,3,364,1
TXN0018825,2978.01,15,UK,pos,1,14,0
TXN0018826,,17,UK,online,1,55,0
TXN0018827,20.52,19,Germany,online,2,825,0
TXN0018828,86.47,20,UK,online,2,506,0
TXN0018829,59.95,16,Spain,online,3,39,0
TXN0018830,42.11,20,Spain,online,1,733,0
TXN0018831,54.14,14,Romania,pos,4,1505,0
TXN0018832,3.91,9,Spain,pos,3,156,0
TXN0018833,255.77,20,US,pos,0,165,0
TXN0018834,37.36,14,Germany,online,1,382,0
TXN0018835,136.34,21,Nigeria,online,0,409,0
TXN0018836,24.4,2,US,online,2,280,0
TXN0018837,105.26,11,Unknown,online,2,831,0
TXN0018838,6144.35,22,US,online,0,923,0
TXN0018839,96.04,9,Unknown,pos,1,114,0
TXN0018840,27.28,22,US,atm,1,361,0
TXN0018841,19.88,22,Germany,pos,2,324,0
TXN0018842,72.34,20,Spain,pos,4,529,0
TXN0018843,222.67,14,UK,pos,1,156,0
TXN0018844,40.81,16,US,atm,0,188,0
TXN0018845,6.8,20,Spain,atm,1,260,0
TXN0018846,203.36,18,UK,online,1,476,0
TXN0018847,33.27,15,Nigeria,online,2,150,0
TXN0018848,156.79,23,Nigeria,atm,1,253,0
TXN0018849,128.15,16,Spain,online,4,344,0
TXN0018850,58.79,23,Spain,mobile,5,139,0
TXN0018851,37.28,3,Unknown,atm,3,325,0
TXN0018852,562.91,7,Nigeria,online,1,902,0
TXN0018853,443.79,12,Nigeria,pos,2,135,0
TXN0018854,6.53,11,UK,online,2,247,0
TXN0018855,206.72,18,Spain,online,5,25,0
TXN0018856,14.88,7,France,online,1,138,0
TXN0018857,46.97,23,Spain,online,1,50,0
TXN0018858,176.05,10,Spain,online,1,126,0
TXN0018859,69.43,12,UK,atm,0,12,0
TXN0018860,513.85,9,Nigeria,online,2,384,0
TXN0018861,156.33,14,UK,pos,1,3000,0
TXN0018862,71.65,4,US,online,2,9,0
TXN0018863,9.19,7,Nigeria,online,0,114,0
TXN0018864,365.57,17,UK,online,1,1486,0
TXN0018865,53.61,8,US,pos,3,489,0
TXN0018866,69.18,9,US,pos,2,272,0
TXN0018867,15.31,18,Romania,pos,2,167,0
TXN0018868,113.83,6,UK,atm,2,679,0
TXN0018869,37.99,12,Nigeria,pos,2,1655,0
TXN0018870,11.83,1,UK,online,2,74,0
TXN0018871,458.25,11,Spain,atm,1,953,0
TXN0018872,131.12,17,Spain,pos,2,389,0
TXN0018873,77.45,6,UK,pos,1,653,0
TXN0018874,30.66,20,US,atm,2,1103,0
TXN0018875,295.22,21,US,online,1,281,0
TXN0018876,251.67,6,Spain,online,1,158,0
TXN0018877,217.5,23,Spain,online,2,246,0
TXN0018878,80.29,10,Spain,atm,2,193,0
TXN0018879,36.67,6,Germany,pos,1,551,0
TXN0018880,227.85,0,UK,mobile,0,147,0
TXN0018881,427.62,12,Romania,pos,0,490,0
TXN0018882,452.6,15,France,online,3,1176,0
TXN0018883,1448.62,10,UK,online,4,188,0
TXN0018884,29.84,19,Unknown,mobile,2,82,0
TXN0018885,89.75,17,France,mobile,1,112,0
TXN0018886,187.04,11,Spain,online,3,348,0
TXN0018887,54.8,17,Spain,pos,1,492,0
TXN0018888,113.56,22,Unknown,online,2,748,0
TXN0018889,9.66,6,Nigeria,online,3,57,0
TXN0018890,239.03,10,Unknown,online,3,426,0
TXN0018891,54.37,12,UK,online,4,471,0
TXN0018892,195.8,13,US,pos,1,742,0
TXN0018893,48.32,14,Spain,pos,1,267,0
TXN0018894,42.37,10,Spain,atm,1,1108,0
TXN0018895,100.68,16,US,mobile,1,456,0
TXN0018896,206.19,16,Unknown,online,4,667,0
TXN0018897,54.62,14,US,pos,3,6,0
TXN0018898,1671.01,7,US,pos,0,246,0
TXN0018899,102.05,13,France,atm,1,197,0
TXN0018900,25.1,11,UK,online,3,209,0
TXN0018901,26.69,13,UK,pos,0,434,0
TXN0018902,49.28,21,Germany,atm,1,928,0
TXN0018903,200.68,13,France,pos,0,1646,0
TXN0018904,429.46,0,UK,pos,3,1036,0
TXN0018905,115.07,12,UK,mobile,0,1206,0
TXN0018906,12.77,19,Unknown,pos,1,333,0
TXN0018907,11.26,18,Germany,pos,0,284,0
TXN0018908,266.43,13,Spain,atm,2,435,0
TXN0018909,74.05,9,Spain,online,3,1755,0
TXN0018910,75.89,12,US,atm,6,100,0
TXN0018911,50.51,14,Unknown,pos,1,165,0
TXN0018912,62.29,23,Spain,pos,3,989,0
TXN0018913,26.96,16,UK,pos,1,272,0
TXN0018914,260.33,16,US,pos,3,1236,0
TXN0018915,191.36,13,Spain,pos,2,311,0
TXN0018916,33.14,11,Romania,atm,3,23,0
TXN0018917,56.58,19,UK,pos,0,873,0
TXN0018918,48.1,13,Unknown,pos,2,288,0
TXN0018919,112.66,23,Spain,pos,0,947,0
TXN0018920,56.33,12,Nigeria,online,1,206,0
TXN0018921,27.12,5,Spain,mobile,0,153,0
TXN0018922,119.09,16,UK,pos,2,804,0
TXN0018923,13.07,2,Spain,pos,1,274,0
TXN0018924,232.21,9,Spain,online,2,1202,0
TXN0018925,431.48,11,Spain,online,2,61,0
TXN0018926,23.58,17,US,mobile,6,261,0
TXN0018927,44.25,13,France,mobile,0,2298,0
TXN0018928,25.94,1,Spain,mobile,1,187,0
TXN0018929,94.67,15,Romania,online,3,604,0
TXN0018930,35.6,12,UK,pos,1,459,0
TXN0018931,11.95,21,Spain,online,2,261,0
TXN0018932,14.18,13,Unknown,pos,4,206,0
TXN0018933,,17,UK,online,0,311,0
TXN0018934,292.97,8,UK,pos,1,867,0
TXN0018935,60.04,18,,pos,0,311,0
TXN0018936,35.35,17,Romania,mobile,0,647,0
TXN0018937,83.45,21,UK,atm,1,57,0
TXN0018938,86.15,1,Romania,pos,0,12,1
TXN0018939,450.19,12,UK,pos,2,444,0
TXN0018940,5524.43,16,UK,online,0,694,0
TXN0018941,19.79,6,US,mobile,0,474,0
TXN0018942,203.71,12,France,online,2,1544,0
TXN0018943,231.52,22,UK,online,2,465,0
TXN0018944,345.43,12,Spain,online,1,374,0
TXN0018945,357.41,23,US,online,2,130,0
TXN0018946,140.38,3,Unknown,pos,1,52,0
TXN0018947,24.07,17,Spain,mobile,0,212,0
TXN0018948,13.46,14,France,mobile,1,163,0
TXN0018949,133.74,13,US,online,2,435,0
TXN0018950,43.58,22,Spain,mobile,4,681,0
TXN0018951,310.31,7,France,mobile,2,76,0
TXN0018952,239.39,20,UK,online,3,834,0
TXN0018953,17.51,16,UK,pos,1,329,0
TXN0018954,149.83,9,Germany,online,1,607,0
TXN0018955,146.11,21,Unknown,online,2,157,0
TXN0018956,111.72,12,US,online,6,941,0
TXN0018957,108.72,19,Spain,pos,4,1883,0
TXN0018958,13.38,11,UK,pos,2,554,0
TXN0018959,170.42,19,Nigeria,online,5,1412,0
TXN0018960,56.43,15,Romania,online,0,2871,1
TXN0018961,480.22,7,Germany,online,0,121,0
TXN0018962,93.79,16,,atm,4,154,0
TXN0018963,118.08,8,UK,pos,0,69,0
TXN0018964,179.31,12,Germany,pos,5,350,0
TXN0018965,121.56,8,US,pos,4,685,0
TXN0018966,27.62,1,Nigeria,online,2,621,1
TXN0018967,111.58,8,US,mobile,4,724,0
TXN0018968,72.9,14,US,atm,3,241,0
TXN0018969,65.09,13,UK,online,1,433,0
TXN0018970,65.86,13,Spain,atm,2,965,0
TXN0018971,7.91,9,Unknown,online,1,1220,0
TXN0018972,95.0,16,UK,online,0,337,0
TXN0018973,80.15,17,Germany,atm,4,9,0
TXN0018974,4838.36,11,Germany,online,3,34,0
TXN0018975,167.11,20,Spain,online,3,1034,0
TXN0018976,205.37,16,Spain,atm,1,663,0
TXN0018977,47.53,17,Spain,pos,1,519,0
TXN0018978,107.21,9,Germany,pos,2,165,0
TXN0018979,92.85,0,Spain,online,2,152,0
TXN0018980,410.87,20,Nigeria,online,1,840,0
TXN0018981,243.61,19,Germany,online,3,830,0
TXN0018982,32.16,7,UK,online,1,1080,0
TXN0018983,18.02,11,Romania,online,2,59,1
TXN0018984,89.45,16,Nigeria,online,5,841,1
TXN0018985,48.69,16,Romania,mobile,1,503,0
TXN0018986,253.96,20,Spain,atm,4,721,0
TXN0018987,7.11,7,Spain,atm,0,91,0
TXN0018988,478.69,12,US,online,6,143,1
TXN0018989,260.08,6,Unknown,online,2,288,0
TXN0018990,122.89,11,France,online,0,477,0
TXN0018991,119.58,0,Spain,online,2,753,0
TXN0018992,58.98,20,UK,online,1,2456,0
TXN0018993,22.18,14,Spain,online,2,66,0
TXN0018994,2.08,19,Spain,pos,0,1,1
TXN0018995,23.46,4,,atm,1,56,0
TXN0018996,61.94,9,Germany,pos,2,7,0
TXN0018997,45.93,9,UK,online,4,530,0
TXN0018998,77.57,11,Spain,online,0,54,0
TXN0018999,105.54,18,France,atm,0,453,0
TXN0019000,112.93,11,Unknown,pos,4,14,0
TXN0019001,65.64,8,Spain,online,2,1651,0
TXN0019002,,4,UK,online,2,325,0
TXN0019003,61.5,5,UK,atm,2,105,0
TXN0019004,56.85,18,Spain,atm,2,110,0
TXN0019005,18.09,12,Nigeria,pos,2,132,0
TXN0019006,30.39,17,Germany,online,3,234,1
TXN0019007,4.76,16,UK,pos,3,318,0
TXN0019008,185.79,7,Unknown,pos,4,612,0
TXN0019009,94.16,7,US,pos,1,41,0
TXN0019010,78.76,18,Spain,atm,0,1273,0
TXN0019011,189.57,17,Unknown,online,0,369,0
TXN0019012,26.73,11,Spain,online,2,140,0
TXN0019013,43.41,5,UK,online,3,1051,0
TXN0019014,97.29,0,Spain,online,5,262,0
TXN0019015,117.38,10,UK,atm,4,529,0
TXN0019016,142.21,0,US,online,1,209,0
TXN0019017,183.65,9,Romania,online,4,372,0
TXN0019018,89.26,12,UK,atm,3,645,0
TXN0019019,67.82,7,Spain,atm,3,898,0
TXN0019020,39.64,6,France,online,2,1523,0
TXN0019021,176.67,20,,pos,2,389,0
TXN0019022,125.75,14,Romania,online,0,331,0
TXN0019023,36.95,21,Unknown,online,1,1216,0
TXN0019024,26.53,11,Romania,atm,3,97,0
TXN0019025,142.75,16,Spain,online,4,903,0
TXN0019026,208.93,8,France,atm,5,1668,0
TXN0019027,244.51,15,UK,online,1,158,0
TXN0019028,114.14,7,UK,online,3,740,0
TXN0019029,61.02,0,US,pos,0,366,0
TXN0019030,1.35,21,Unknown,mobile,1,67,0
TXN0019031,11.75,14,France,pos,3,724,0
TXN0019032,80.92,21,Germany,atm,3,545,0
TXN0019033,53.93,10,Spain,online,1,17,1
TXN0019034,0.5,10,Nigeria,pos,2,274,0
TXN0019035,53.07,11,UK,atm,0,225,0
TXN0019036,27.88,17,Spain,online,2,290,0
TXN0019037,49.59,14,Unknown,online,4,1090,0
TXN0019038,261.26,21,Germany,pos,0,458,0
TXN0019039,70.64,1,Spain,online,0,1097,0
TXN0019040,126.43,17,Spain,mobile,4,686,0
TXN0019041,2546.04,10,UK,mobile,0,235,1
TXN0019042,13.87,8,UK,pos,3,1407,0
TXN0019043,179.65,13,Spain,pos,5,278,0
TXN0019044,48.46,13,Spain,online,3,536,0
TXN0019045,59.42,7,UK,pos,2,102,0
TXN0019046,75.82,8,UK,online,2,195,0
TXN0019047,703.67,12,UK,mobile,3,54,0
TXN0019048,3.44,12,UK,online,0,429,0
TXN0019049,843.26,10,Spain,online,2,1113,0
TXN0019050,35.32,7,Unknown,pos,0,340,1
TXN0019051,117.61,0,UK,online,2,627,0
TXN0019052,1.75,22,Romania,pos,2,778,0
TXN0019053,134.51,22,Nigeria,atm,0,326,0
TXN0019054,33.49,13,US,online,2,188,0
TXN0019055,80.85,23,Unknown,online,0,70,0
TXN0019056,1.84,16,US,online,1,257,0
TXN0019057,18.3,5,Spain,pos,3,635,0
TXN0019058,110.0,7,US,atm,3,924,0
TXN0019059,146.91,21,UK,atm,5,660,0
TXN0019060,199.41,15,Spain,online,1,116,0
TXN0019061,3670.75,19,UK,pos,4,15,0
TXN0019062,88.18,20,Spain,atm,1,146,0
TXN0019063,96.47,12,Spain,online,4,402,0
TXN0019064,495.59,3,Nigeria,online,1,211,0
TXN0019065,105.89,8,Spain,online,1,218,0
TXN0019066,482.71,4,Unknown,mobile,1,544,0
TXN0019067,14.59,8,UK,online,2,60,0
TXN0019068,64.22,12,Unknown,online,4,98,0
TXN0019069,4.69,7,Spain,mobile,2,825,0
TXN0019070,11.31,8,Romania,mobile,0,61,0
TXN0019071,264.28,12,France,online,1,1184,0
TXN0019072,115.92,10,Spain,online,3,418,0
TXN0019073,6478.97,13,UK,pos,0,171,0
TXN0019074,67.21,12,Germany,online,4,330,0
TXN0019075,103.4,16,Romania,pos,1,215,0
TXN0019076,159.43,21,Unknown,atm,0,2199,0
TXN0019077,459.1,6,Spain,online,7,212,0
TXN0019078,210.88,6,Romania,mobile,1,591,0
TXN0019079,92.41,19,UK,mobile,4,68,0
TXN0019080,113.13,13,Spain,online,1,205,0
TXN0019081,56.03,18,France,mobile,0,898,0
TXN0019082,30.73,8,Unknown,online,2,317,0
TXN0019083,101.52,19,Nigeria,atm,2,1483,0
TXN0019084,15.03,21,US,pos,1,521,0
TXN0019085,355.38,15,Spain,online,3,87,0
TXN0019086,234.83,6,Unknown,online,3,59,0
TXN0019087,319.02,20,Nigeria,online,1,124,0
TXN0019088,8.3,18,Germany,online,3,188,0
TXN0019089,268.87,17,Nigeria,mobile,1,565,0
TXN0019090,8.0,2,Spain,online,4,1775,0
TXN0019091,277.45,18,UK,mobile,2,415,0
TXN0019092,249.02,7,Spain,online,2,163,0
TXN0019093,87.93,8,Spain,online,2,165,0
TXN0019094,160.17,14,US,online,3,974,0
TXN0019095,157.17,9,Unknown,pos,2,1107,0
TXN0019096,99.44,16,US,pos,1,713,0
TXN0019097,164.51,15,Germany,online,2,978,0
TXN0019098,111.34,6,France,atm,0,145,0
TXN0019099,20.84,16,Spain,mobile,4,71,0
TXN0019100,170.03,21,Spain,online,3,298,0
TXN0019101,14.5,7,UK,pos,1,467,0
TXN0019102,6.46,15,Unknown,online,3,126,0
TXN0019103,127.81,10,UK,pos,2,866,0
TXN0019104,34.43,12,Spain,pos,2,344,0
TXN0019105,209.37,10,Spain,online,1,191,0
TXN0019106,31.65,11,UK,pos,0,197,0
TXN0019107,287.43,1,Germany,pos,3,160,0
TXN0019108,43.54,23,Spain,atm,1,351,0
TXN0019109,22.11,15,UK,atm,0,323,0
TXN0019110,230.92,13,Germany,mobile,2,473,0
TXN0019111,42.35,11,Romania,online,2,61,0
TXN0019112,57.16,14,Unknown,pos,2,835,0
TXN0019113,10.48,11,US,pos,6,773,0
TXN0019114,78.24,11,Romania,atm,1,25,0
TXN0019115,48.66,12,Spain,online,3,256,0
TXN0019116,77.69,9,UK,online,2,174,0
TXN0019117,33.97,8,UK,online,2,158,0
TXN0019118,101.66,14,Spain,pos,3,231,0
TXN0019119,197.07,19,Spain,online,4,507,0
TXN0019120,133.25,7,Unknown,online,1,2253,0
TXN0019121,2.28,1,US,online,3,88,0
TXN0019122,118.3,9,Germany,atm,3,570,0
TXN0019123,39.51,23,Spain,pos,1,830,0
TXN0019124,19.43,19,UK,online,2,414,0
TXN0019125,206.08,15,UK,atm,2,1005,0
TXN0019126,43.89,21,UK,online,1,596,0
TXN0019127,139.08,12,UK,online,1,973,0
TXN0019128,252.14,23,UK,pos,2,76,0
TXN0019129,180.91,10,France,online,3,31,0
TXN0019130,141.04,9,UK,pos,2,90,0
TXN0019131,235.65,15,US,online,2,873,0
TXN0019132,157.56,11,Unknown,pos,3,1455,0
TXN0019133,26.73,15,UK,pos,1,531,0
TXN0019134,6.69,10,US,online,2,620,0
TXN0019135,16.26,15,France,online,0,389,0
TXN0019136,75.23,9,France,online,1,327,0
TXN0019137,24.56,3,UK,mobile,2,1261,0
TXN0019138,17.18,21,UK,online,1,565,0
TXN0019139,203.87,20,Nigeria,pos,1,162,0
TXN0019140,70.05,22,Spain,mobile,2,357,0
TXN0019141,24.0,17,US,online,5,642,0
TXN0019142,35.01,16,Spain,online,5,782,0
TXN0019143,53.95,14,,pos,4,623,0
TXN0019144,64.7,7,US,online,1,92,0
TXN0019145,30.04,8,US,online,3,434,0
TXN0019146,117.07,10,Spain,online,0,450,0
TXN0019147,33.2,20,UK,online,3,83,0
TXN0019148,72.97,8,UK,online,2,915,0
TXN0019149,159.84,21,UK,online,1,1185,0
TXN0019150,61.16,13,UK,pos,1,10,0
TXN0019151,164.78,17,Spain,pos,1,25,0
TXN0019152,7.36,6,UK,pos,0,462,0
TXN0019153,11.02,9,US,mobile,4,47,0
TXN0019154,274.14,22,Romania,online,1,1171,0
